fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality=3,quality=4,quality=5,quality=6,quality=7,quality=8
0.195,0.171,0.120,0.052,0.139,0.250,0.073,0.006,0.105,0.080,0.067,0,0,1,0,0,0
0.157,0.139,0.280,0.071,0.115,0.417,0.215,0.007,0.177,0.075,0.067,0,0,1,0,0,0
0.119,0.177,0.100,0.071,0.105,0.403,0.142,0.005,0.155,0.075,0.067,0,0,0,1,0,0
0.157,0.139,0.280,0.071,0.115,0.417,0.215,0.007,0.177,0.075,0.067,0,0,1,0,0,0
0.340,0.146,0.450,0.103,0.131,0.264,0.284,0.009,0.102,0.050,0.067,0,0,1,0,0,0
0.195,0.304,0.060,0.071,0.110,0.250,0.121,0.007,0.162,0.145,0.114,0,0,0,1,0,0
0.063,0.342,0.000,0.084,0.123,0.028,0.017,0.004,0.242,0.150,0.295,0,0,0,0,1,0
0.063,0.342,0.000,0.084,0.123,0.028,0.017,0.004,0.242,0.150,0.295,0,0,0,0,1,0
0.270,0.456,0.340,0.032,0.062,0.042,0.014,0.005,0.095,0.075,0.047,0,0,0,1,0,0
0.113,0.361,0.000,0.048,0.070,0.083,0.021,0.002,0.182,0.100,0.302,0,0,0,1,0,0
0.182,0.196,0.300,0.084,0.082,0.069,0.021,0.005,0.175,0.195,0.208,0,0,0,0,1,0
0.333,0.146,0.380,0.039,0.075,0.417,0.142,0.007,0.130,0.245,0.148,0,0,0,0,1,0
0.283,0.108,0.330,0.074,0.083,0.167,0.073,0.005,0.130,0.255,0.221,0,0,0,0,1,0
0.138,0.152,0.320,0.058,0.090,0.042,0.007,0.003,0.155,0.110,0.295,0,0,0,0,1,0
0.226,0.196,0.290,0.045,0.113,0.361,0.135,0.006,0.127,0.105,0.128,0,0,1,0,0,0
0.138,0.152,0.320,0.058,0.090,0.042,0.007,0.003,0.155,0.110,0.295,0,0,0,0,1,0
0.283,0.108,0.330,0.074,0.083,0.167,0.073,0.005,0.130,0.255,0.221,0,0,0,0,1,0
0.283,0.114,0.340,0.071,0.085,0.153,0.066,0.005,0.130,0.255,0.221,0,0,0,0,1,0
0.270,0.146,0.400,0.174,0.160,0.153,0.062,0.005,0.122,0.185,0.242,0,0,0,0,1,0
0.314,0.241,0.360,0.123,0.170,0.347,0.170,0.007,0.110,0.175,0.168,0,0,1,0,0,0
0.270,0.101,0.450,0.052,0.090,0.083,0.021,0.003,0.127,0.110,0.262,0,0,0,0,1,0
0.270,0.127,0.310,0.071,0.124,0.153,0.045,0.006,0.107,0.110,0.134,0,0,0,1,0,0
0.195,0.560,0.150,0.077,0.147,0.139,0.090,0.006,0.122,0.075,0.107,0,0,1,0,0,0
0.182,0.373,0.000,0.045,0.131,0.292,0.087,0.006,0.160,0.125,0.107,0,0,0,1,0,0
0.214,0.291,0.160,0.071,0.177,0.028,0.003,0.004,0.120,0.125,0.188,0,0,0,1,0,0
0.371,0.171,0.460,0.084,0.103,0.181,0.073,0.006,0.080,0.255,0.201,0,0,0,1,0,0
0.270,0.165,0.400,0.084,0.092,0.153,0.076,0.005,0.132,0.210,0.282,0,0,0,0,1,0
0.214,0.038,0.370,0.000,0.061,0.486,0.356,0.000,0.037,0.055,0.289,0,0,0,1,0,0
0.214,0.038,0.370,0.000,0.061,0.486,0.356,0.000,0.037,0.055,0.289,0,0,0,1,0,0
0.151,0.241,0.140,0.058,0.108,0.125,0.059,0.006,0.197,0.140,0.134,0,0,1,0,0,0
0.421,0.152,0.660,0.097,0.182,0.028,0.007,0.006,0.115,0.100,0.235,0,0,0,1,0,0
0.421,0.152,0.660,0.097,0.182,0.028,0.007,0.006,0.115,0.100,0.235,0,0,0,1,0,0
0.151,0.247,0.090,0.077,0.082,0.042,0.010,0.006,0.152,0.105,0.141,0,0,1,0,0,0
0.226,0.127,0.420,0.090,0.141,0.028,0.010,0.005,0.132,0.110,0.262,0,0,0,1,0,0
0.195,0.291,0.010,0.058,0.124,0.153,0.042,0.006,0.145,0.115,0.141,0,0,0,0,1,0
0.252,0.449,0.000,0.123,0.136,0.222,0.128,0.008,0.147,0.135,0.134,0,0,0,1,0,0
0.208,0.120,0.320,0.065,0.088,0.181,0.104,0.004,0.167,0.115,0.282,0,0,0,1,0,0
0.113,0.427,0.000,0.084,0.087,0.375,0.159,0.004,0.187,0.095,0.215,0,0,1,0,0,0
0.164,0.139,0.210,0.103,0.103,0.556,0.215,0.006,0.157,0.105,0.114,0,0,0,1,0,0
0.195,0.291,0.010,0.058,0.124,0.153,0.042,0.006,0.145,0.115,0.141,0,0,0,0,1,0
0.157,0.297,0.000,0.077,0.129,0.111,0.028,0.005,0.170,0.110,0.208,0,0,0,0,1,0
0.170,0.272,0.010,0.058,0.133,0.111,0.031,0.005,0.152,0.125,0.174,0,0,0,0,1,0
0.220,0.443,0.000,0.206,0.136,0.056,0.028,0.008,0.155,0.100,0.081,0,0,1,0,0,0
0.182,0.285,0.080,0.110,0.126,0.181,0.073,0.006,0.140,0.130,0.134,0,0,0,1,0,0
0.270,0.396,0.180,0.103,0.106,0.194,0.145,0.007,0.115,0.070,0.087,0,0,0,1,0,0
0.346,0.158,0.340,0.097,0.119,0.056,0.038,0.007,0.107,0.160,0.148,0,0,0,0,1,0
0.189,0.120,0.340,0.103,0.115,0.347,0.100,0.003,0.120,0.130,0.275,0,0,0,0,1,0
0.170,0.500,0.100,0.058,0.101,0.264,0.173,0.007,0.152,0.115,0.054,0,0,1,0,0,0
0.258,0.184,0.410,0.342,0.108,0.333,0.125,0.005,0.125,0.220,0.282,0,0,0,0,1,0
0.270,0.241,0.210,0.084,0.124,0.278,0.114,0.007,0.147,0.250,0.181,0,0,0,1,0,0
0.176,0.535,0.000,0.084,0.124,0.208,0.090,0.007,0.209,0.170,0.121,0,0,1,0,0,0
0.145,0.234,0.190,0.052,0.110,0.167,0.069,0.005,0.160,0.155,0.094,0,0,0,1,0,0
0.270,0.241,0.210,0.084,0.124,0.278,0.114,0.007,0.147,0.250,0.181,0,0,0,1,0,0
0.308,0.171,0.410,0.516,0.093,0.236,0.114,0.008,0.137,0.240,0.168,0,0,0,0,1,0
0.113,0.171,0.330,0.155,0.056,0.153,0.163,0.003,0.155,0.145,0.255,0,0,0,1,0,0
0.145,0.203,0.000,0.032,0.095,0.431,0.111,0.004,0.145,0.125,0.201,0,0,0,1,0,0
0.189,0.418,0.000,0.052,0.105,0.444,0.135,0.006,0.142,0.145,0.154,0,0,0,1,0,0
0.157,0.196,0.170,0.058,0.115,0.361,0.156,0.006,0.187,0.155,0.134,0,0,1,0,0,0
0.296,0.234,0.360,0.052,0.113,0.028,0.028,0.007,0.132,0.225,0.168,0,0,0,1,0,0
0.296,0.241,0.360,0.058,0.118,0.069,0.038,0.007,0.132,0.220,0.161,0,0,0,1,0,0
0.157,0.196,0.170,0.058,0.115,0.361,0.156,0.006,0.187,0.155,0.134,0,0,1,0,0,0
0.245,0.215,0.590,0.032,0.658,0.208,0.135,0.007,0.072,0.505,0.054,0,0,1,0,0,0
0.063,0.307,0.050,0.097,0.100,0.250,0.066,0.003,0.204,0.110,0.302,0,0,1,0,0,0
0.233,0.133,0.420,0.090,0.095,0.111,0.048,0.004,0.160,0.220,0.289,0,0,0,0,1,0
0.226,0.329,0.270,0.071,0.136,0.056,0.246,0.007,0.097,0.145,0.047,0,0,0,1,0,0
0.226,0.329,0.270,0.071,0.136,0.056,0.246,0.007,0.097,0.145,0.047,0,0,0,1,0,0
0.270,0.228,0.530,0.200,0.146,0.028,0.014,0.006,0.117,0.130,0.248,0,0,0,0,1,0
0.189,0.190,0.250,0.194,0.151,0.375,0.291,0.008,0.102,0.120,0.047,0,0,1,0,0,0
0.333,0.259,0.570,0.097,0.133,0.403,0.159,0.007,0.112,0.215,0.215,0,0,0,0,1,0
0.270,0.228,0.530,0.200,0.146,0.028,0.014,0.006,0.117,0.130,0.248,0,0,0,0,1,0
0.440,0.070,0.570,0.058,0.101,0.028,0.007,0.008,0.100,0.185,0.101,0,0,0,1,0,0
0.283,0.177,0.500,0.058,0.097,0.083,0.035,0.005,0.117,0.180,0.275,0,0,0,0,0,1
0.214,0.165,0.440,0.065,0.141,0.069,0.031,0.006,0.140,0.155,0.201,0,0,0,1,0,0
0.352,0.108,0.650,0.097,0.103,0.069,0.038,0.006,0.120,0.150,0.228,0,0,0,1,0,0
0.226,0.392,0.090,0.071,0.090,0.056,0.014,0.004,0.135,0.120,0.228,0,0,0,1,0,0
0.195,0.310,0.180,0.097,0.116,0.069,0.048,0.006,0.137,0.135,0.121,0,0,0,1,0,0
0.126,0.253,0.080,0.097,0.095,0.167,0.069,0.003,0.165,0.195,0.275,0,0,0,0,1,0
0.409,0.120,0.530,0.084,0.079,0.028,0.014,0.006,0.070,0.250,0.168,0,0,0,0,1,0
0.409,0.120,0.530,0.084,0.079,0.028,0.014,0.006,0.070,0.250,0.168,0,0,0,0,1,0
0.214,0.316,0.350,0.123,0.121,0.375,0.159,0.007,0.142,0.145,0.161,0,0,1,0,0,0
0.296,0.133,0.450,0.039,0.074,0.250,0.107,0.005,0.110,0.280,0.181,0,0,0,0,1,0
0.182,0.411,0.200,0.465,0.141,0.403,0.298,0.009,0.115,0.125,0.054,0,0,1,0,0,0
0.164,0.146,0.260,0.058,0.116,0.444,0.239,0.007,0.165,0.125,0.074,0,0,0,1,0,0
0.214,0.316,0.330,0.116,0.124,0.208,0.107,0.007,0.142,0.125,0.154,0,0,0,1,0,0
0.182,0.411,0.200,0.465,0.141,0.403,0.298,0.009,0.115,0.125,0.054,0,0,1,0,0,0
0.283,0.082,0.340,0.071,0.097,0.611,0.211,0.008,0.175,0.265,0.121,0,0,0,0,1,0
0.333,0.127,0.560,0.071,0.100,0.028,0.007,0.005,0.102,0.200,0.201,0,0,0,1,0,0
0.252,0.158,0.650,0.355,0.111,0.028,0.007,0.008,0.132,0.125,0.174,0,0,1,0,0,0
0.252,0.158,0.650,0.355,0.111,0.028,0.007,0.008,0.132,0.125,0.174,0,0,1,0,0,0
0.208,0.114,0.680,0.477,0.062,0.514,0.941,0.003,0.067,0.090,0.262,0,0,0,0,1,0
0.358,0.095,0.560,0.032,0.057,0.028,0.007,0.005,0.105,0.090,0.228,0,0,0,1,0,0
0.208,0.114,0.680,0.477,0.062,0.514,0.979,0.003,0.067,0.090,0.262,0,0,0,0,1,0
0.164,0.165,0.300,0.058,0.100,0.417,0.221,0.007,0.170,0.130,0.074,0,0,0,1,0,0
0.258,0.190,0.450,0.097,0.098,0.431,0.183,0.006,0.147,0.220,0.242,0,0,0,1,0,0
0.164,0.165,0.300,0.058,0.100,0.417,0.221,0.007,0.170,0.130,0.074,0,0,0,1,0,0
0.138,0.228,0.080,0.058,0.101,0.542,0.201,0.005,0.095,0.080,0.081,0,0,1,0,0,0
0.245,0.139,0.400,0.245,0.070,0.028,0.010,0.007,0.160,0.165,0.215,0,0,0,0,1,0
0.208,0.044,0.420,0.045,0.074,0.236,0.083,0.004,0.137,0.180,0.188,0,0,0,1,0,0
0.440,0.184,0.540,0.039,0.136,0.292,0.121,0.007,0.070,0.215,0.101,0,0,0,0,1,0
0.440,0.184,0.540,0.039,0.136,0.292,0.121,0.007,0.070,0.215,0.101,0,0,0,0,1,0
0.340,0.089,0.540,0.065,0.116,0.569,0.235,0.004,0.060,0.150,0.228,0,0,0,0,0,1
0.208,0.139,0.420,0.071,0.121,0.097,0.045,0.005,0.152,0.135,0.201,0,0,0,1,0,0
0.151,0.266,0.090,0.071,0.113,0.125,0.035,0.005,0.172,0.130,0.208,0,0,0,1,0,0
0.289,0.120,0.360,0.084,0.110,0.139,0.087,0.006,0.147,0.265,0.242,0,0,0,0,1,0
0.126,0.383,0.090,0.297,0.172,0.111,0.038,0.006,0.152,0.080,0.161,0,0,0,1,0,0
0.302,0.177,0.470,0.103,0.123,0.069,0.048,0.008,0.102,0.085,0.141,0,0,1,0,0,0
0.126,0.383,0.090,0.297,0.172,0.111,0.038,0.006,0.152,0.080,0.161,0,0,0,1,0,0
0.252,0.253,0.380,0.039,0.137,0.056,0.042,0.007,0.115,0.095,0.067,0,0,1,0,0,0
0.214,0.120,0.450,0.077,0.334,0.056,0.035,0.003,0.102,0.240,0.275,0,0,0,0,1,0
0.252,0.253,0.380,0.039,0.137,0.056,0.042,0.007,0.115,0.095,0.067,0,0,1,0,0,0
0.239,0.139,0.420,0.077,0.098,0.306,0.104,0.004,0.092,0.225,0.268,0,0,0,1,0,0
0.176,0.234,0.270,0.077,0.097,0.181,0.066,0.004,0.152,0.150,0.242,0,0,0,1,0,0
0.094,0.228,0.090,0.052,0.108,0.236,0.083,0.004,0.177,0.105,0.188,0,0,0,1,0,0
0.176,0.234,0.270,0.077,0.097,0.181,0.066,0.004,0.152,0.150,0.242,0,0,0,1,0,0
0.214,0.228,0.340,0.084,0.100,0.208,0.066,0.004,0.135,0.165,0.268,0,0,0,1,0,0
0.107,0.285,0.280,0.077,0.059,0.167,0.149,0.004,0.167,0.135,0.295,0,0,1,0,0,0
0.226,0.070,0.420,0.065,0.093,0.111,0.038,0.004,0.117,0.105,0.262,0,0,0,1,0,0
0.283,0.114,0.410,0.071,0.092,0.125,0.062,0.005,0.132,0.260,0.221,0,0,0,0,1,0
0.220,0.418,0.100,0.155,0.128,0.042,0.024,0.008,0.155,0.080,0.074,0,0,1,0,0,0
0.390,0.222,0.430,0.077,0.260,0.361,0.208,0.008,0.107,0.215,0.161,0,0,0,1,0,0
0.233,0.259,0.000,0.032,0.095,0.069,0.028,0.006,0.127,0.155,0.107,0,0,0,1,0,0
0.050,0.190,0.270,0.071,0.131,0.306,0.170,0.005,0.259,0.155,0.262,0,0,0,0,1,0
0.208,0.133,0.410,0.039,0.072,0.069,0.100,0.004,0.137,0.190,0.174,0,0,0,1,0,0
0.270,0.076,0.390,0.045,0.101,0.028,0.014,0.007,0.095,0.130,0.074,0,0,0,1,0,0
0.025,0.177,0.500,0.219,0.056,0.389,0.256,0.000,0.187,0.165,0.349,0,0,0,1,0,0
0.151,0.361,0.070,0.103,0.129,0.194,0.052,0.006,0.160,0.135,0.195,0,0,0,1,0,0
0.151,0.361,0.070,0.103,0.129,0.194,0.052,0.006,0.160,0.135,0.195,0,0,0,1,0,0
0.151,0.361,0.070,0.103,0.129,0.194,0.052,0.006,0.160,0.135,0.195,0,0,0,1,0,0
0.157,0.171,0.120,0.077,0.087,0.181,0.062,0.002,0.140,0.100,0.329,0,0,0,1,0,0
0.063,0.342,0.000,0.103,0.088,0.083,0.031,0.002,0.195,0.125,0.302,0,0,1,0,0,0
0.208,0.266,0.340,0.103,0.105,0.097,0.038,0.002,0.115,0.195,0.315,0,0,0,0,0,1
0.126,0.241,0.000,0.058,0.082,0.278,0.076,0.003,0.175,0.110,0.262,0,0,0,1,0,0
0.107,0.222,0.000,0.032,0.070,0.361,0.093,0.002,0.177,0.075,0.262,0,0,0,1,0,0
0.384,0.177,0.370,0.065,0.113,0.222,0.080,0.007,0.095,0.160,0.188,0,0,0,1,0,0
0.119,0.291,0.000,0.084,0.137,0.028,0.024,0.005,0.219,0.145,0.208,0,1,0,0,0,0
0.264,0.076,0.350,0.052,0.070,0.167,0.073,0.004,0.100,0.130,0.195,0,0,0,0,1,0
0.075,0.108,0.260,0.052,0.083,0.028,0.017,0.001,0.162,0.105,0.342,0,0,0,1,0,0
0.107,0.405,0.000,0.129,0.098,0.347,0.159,0.004,0.192,0.135,0.208,0,0,0,1,0,0
0.340,0.196,0.330,0.116,0.136,0.375,0.287,0.008,0.120,0.175,0.107,0,0,1,0,0,0
0.371,0.196,0.350,0.155,0.131,0.319,0.221,0.008,0.117,0.180,0.141,0,0,0,1,0,0
0.283,0.304,0.000,0.065,0.075,0.056,0.014,0.008,0.110,0.150,0.134,0,0,0,1,0,0
0.082,0.044,0.210,0.052,0.054,0.778,0.446,0.003,0.145,0.055,0.074,0,0,1,0,0,0
0.176,0.152,0.340,0.058,0.103,0.236,0.111,0.003,0.160,0.275,0.349,0,0,0,0,1,0
0.164,0.228,0.070,0.297,0.126,0.125,0.042,0.007,0.157,0.175,0.188,0,0,0,0,1,0
0.245,0.101,0.350,0.052,0.080,0.069,0.031,0.005,0.140,0.205,0.228,0,0,0,0,1,0
0.214,0.082,0.430,0.052,0.090,0.292,0.152,0.005,0.160,0.135,0.235,0,0,0,1,0,0
0.365,0.253,0.450,0.071,0.111,0.069,0.024,0.008,0.120,0.215,0.201,0,0,0,1,0,0
0.365,0.253,0.450,0.071,0.111,0.069,0.024,0.008,0.120,0.215,0.201,0,0,0,1,0,0
0.182,0.184,0.150,0.181,0.151,0.389,0.304,0.008,0.100,0.125,0.047,0,0,1,0,0,0
0.226,0.247,0.240,0.071,0.110,0.208,0.277,0.008,0.150,0.155,0.074,0,0,0,1,0,0
0.170,0.177,0.300,0.052,0.111,0.444,0.253,0.007,0.167,0.160,0.074,0,0,0,1,0,0
0.226,0.165,0.320,0.103,0.111,0.319,0.225,0.006,0.132,0.260,0.174,0,0,0,1,0,0
0.145,0.209,0.110,0.097,0.051,0.069,0.021,0.003,0.140,0.160,0.201,0,0,0,1,0,0
0.151,0.063,0.300,0.058,0.087,0.208,0.048,0.007,0.217,0.245,0.107,0,0,0,1,0,0
0.170,0.127,0.230,0.090,0.088,0.472,0.221,0.006,0.172,0.145,0.114,0,0,1,0,0,0
0.226,0.051,0.430,0.103,0.105,0.417,0.156,0.007,0.197,0.240,0.134,0,0,0,1,0,0
0.201,0.241,0.120,0.058,0.272,0.069,0.052,0.006,0.135,0.270,0.094,0,0,0,1,0,0
0.340,0.184,0.450,0.342,0.097,0.069,0.028,0.007,0.117,0.080,0.228,0,0,0,0,1,0
0.201,0.171,0.420,0.071,0.121,0.111,0.052,0.005,0.162,0.165,0.215,0,0,0,1,0,0
0.340,0.146,0.470,0.071,0.080,0.069,0.017,0.006,0.122,0.095,0.242,0,0,0,1,0,0
0.226,0.133,0.320,0.123,0.090,0.042,0.021,0.005,0.140,0.215,0.295,0,0,0,0,1,0
0.094,0.291,0.230,0.103,0.052,0.208,0.221,0.003,0.180,0.160,0.275,0,0,0,1,0,0
0.233,0.304,0.250,0.084,0.173,0.111,0.111,0.006,0.102,0.100,0.094,0,0,1,0,0,0
0.314,0.190,0.350,0.077,0.116,0.222,0.111,0.006,0.122,0.165,0.181,0,0,0,1,0,0
0.126,0.291,0.000,0.084,0.144,0.681,0.197,0.005,0.212,0.175,0.201,0,0,0,1,0,0
0.233,0.304,0.250,0.084,0.173,0.111,0.111,0.006,0.102,0.100,0.094,0,0,1,0,0,0
0.245,0.038,0.510,0.055,0.097,0.611,0.284,0.005,0.147,0.215,0.228,0,0,0,0,1,0
0.031,0.247,0.180,0.077,0.049,0.208,0.329,0.002,0.180,0.270,0.302,0,0,0,0,1,0
0.132,0.184,0.430,0.123,0.105,0.292,0.166,0.006,0.170,0.415,0.148,0,0,0,1,0,0
0.352,0.184,0.430,0.084,0.160,0.139,0.107,0.007,0.105,0.170,0.161,0,0,1,0,0,0
0.377,0.152,0.570,0.090,0.123,0.069,0.048,0.007,0.100,0.195,0.181,0,0,0,0,1,0
0.264,0.209,0.430,0.032,0.105,0.153,0.052,0.005,0.117,0.210,0.121,0,0,0,1,0,0
0.245,0.127,0.420,0.090,0.103,0.153,0.045,0.004,0.100,0.190,0.228,0,0,0,0,1,0
0.277,0.421,0.240,0.052,0.108,0.125,0.052,0.007,0.137,0.170,0.107,0,0,1,0,0,0
0.277,0.421,0.240,0.052,0.108,0.125,0.052,0.007,0.137,0.170,0.107,0,0,1,0,0,0
0.245,0.203,0.500,0.065,0.584,0.194,0.111,0.006,0.067,0.385,0.067,0,0,1,0,0,0
0.333,0.266,0.260,0.071,0.162,0.083,0.187,0.007,0.050,0.325,0.121,0,0,1,0,0,0
0.226,0.133,0.390,0.103,0.101,0.389,0.145,0.005,0.145,0.275,0.268,0,0,0,0,1,0
0.119,0.139,0.270,0.123,0.090,0.097,0.131,0.004,0.117,0.115,0.242,0,0,0,1,0,0
0.189,0.241,0.290,0.090,0.121,0.056,0.028,0.005,0.145,0.145,0.208,0,0,0,1,0,0
0.289,0.152,0.340,0.045,0.082,0.056,0.021,0.007,0.115,0.170,0.141,0,0,0,1,0,0
0.157,0.297,0.000,0.084,0.108,0.347,0.131,0.005,0.170,0.175,0.161,0,0,0,1,0,0
0.321,0.190,0.460,0.077,0.101,0.056,0.035,0.006,0.132,0.205,0.262,0,0,0,1,0,0
0.189,0.152,0.310,0.052,0.110,0.347,0.204,0.007,0.180,0.145,0.074,0,0,0,1,0,0
0.189,0.152,0.310,0.052,0.110,0.347,0.204,0.007,0.180,0.145,0.074,0,0,0,1,0,0
0.119,0.310,0.000,0.084,0.136,0.653,0.183,0.005,0.217,0.185,0.208,0,0,0,1,0,0
0.119,0.481,0.030,0.303,0.110,0.306,0.142,0.006,0.209,0.085,0.188,0,1,0,0,0,0
0.157,0.342,0.000,0.097,0.065,0.069,0.017,0.003,0.152,0.165,0.289,0,0,0,0,1,0
0.063,0.503,0.000,0.077,0.047,0.222,0.249,0.003,0.234,0.200,0.201,0,0,1,0,0,0
0.226,0.146,0.330,0.097,0.105,0.139,0.142,0.006,0.132,0.240,0.174,0,0,0,1,0,0
0.226,0.146,0.330,0.097,0.105,0.139,0.142,0.006,0.132,0.240,0.174,0,0,0,1,0,0
0.327,0.171,0.430,0.048,0.092,0.056,0.017,0.005,0.112,0.065,0.201,0,0,1,0,0,0
0.352,0.177,0.400,0.103,0.092,0.556,0.166,0.007,0.160,0.265,0.141,0,0,0,1,0,0
0.138,0.342,0.070,0.045,0.095,0.208,0.190,0.006,0.137,0.135,0.060,0,0,1,0,0,0
0.132,0.329,0.230,0.077,0.111,0.139,0.391,0.005,0.155,0.185,0.168,0,0,1,0,0,0
0.151,0.196,0.300,0.071,0.119,0.069,0.114,0.003,0.147,0.065,0.235,0,0,0,1,0,0
0.126,0.430,0.030,0.445,0.110,0.069,0.021,0.006,0.195,0.085,0.255,0,0,1,0,0,0
0.151,0.196,0.300,0.071,0.119,0.069,0.114,0.003,0.147,0.065,0.235,0,0,0,1,0,0
0.132,0.329,0.230,0.077,0.111,0.139,0.391,0.005,0.155,0.185,0.168,0,0,1,0,0,0
0.264,0.528,0.050,0.058,0.103,0.056,0.045,0.006,0.140,0.055,0.081,0,1,0,0,0,0
0.283,0.177,0.570,0.239,0.111,0.069,0.048,0.006,0.135,0.120,0.275,0,0,0,1,0,0
0.119,0.484,0.000,0.090,0.252,0.069,0.021,0.005,0.204,0.090,0.161,0,0,1,0,0,0
0.164,0.082,0.370,0.103,0.083,0.139,0.121,0.004,0.195,0.235,0.268,0,0,0,0,1,0
0.113,0.484,0.000,0.090,0.252,0.069,0.021,0.005,0.204,0.090,0.161,0,0,1,0,0,0
0.151,0.396,0.120,0.058,0.167,0.194,0.201,0.006,0.120,0.130,0.074,0,0,0,1,0,0
0.101,0.196,0.220,0.058,0.108,0.278,0.173,0.006,0.195,0.135,0.074,0,0,0,1,0,0
0.208,0.291,0.230,0.090,0.105,0.306,0.304,0.007,0.117,0.125,0.074,0,0,0,1,0,0
0.195,0.285,0.210,0.039,0.093,0.042,0.010,0.004,0.105,0.105,0.094,0,0,0,1,0,0
0.195,0.089,0.260,0.071,0.065,0.250,0.246,0.005,0.102,0.230,0.168,0,0,0,1,0,0
0.208,0.291,0.230,0.090,0.105,0.306,0.304,0.007,0.117,0.125,0.074,0,0,0,1,0,0
0.195,0.285,0.210,0.039,0.093,0.042,0.010,0.004,0.105,0.105,0.094,0,0,0,1,0,0
0.208,0.139,0.360,0.065,0.087,0.056,0.014,0.004,0.132,0.105,0.188,0,0,0,0,1,0
0.252,0.190,0.390,0.058,0.092,0.069,0.021,0.005,0.152,0.180,0.221,0,0,0,0,0,1
0.333,0.392,0.190,0.316,0.162,0.444,0.242,0.009,0.100,0.110,0.067,0,0,1,0,0,0
0.164,0.152,0.460,0.077,0.101,0.319,0.131,0.005,0.165,0.260,0.174,0,0,0,0,1,0
0.164,0.152,0.460,0.077,0.101,0.319,0.131,0.005,0.165,0.260,0.174,0,0,0,0,1,0
0.164,0.152,0.460,0.077,0.101,0.319,0.131,0.005,0.165,0.260,0.174,0,0,0,0,1,0
0.333,0.380,0.550,0.052,0.203,0.319,0.159,0.007,0.152,0.305,0.107,0,0,1,0,0,0
0.164,0.152,0.460,0.077,0.101,0.319,0.131,0.005,0.165,0.260,0.174,0,0,0,0,1,0
0.101,0.171,0.430,0.071,0.097,0.181,0.062,0.004,0.177,0.270,0.188,0,0,0,0,1,0
0.138,0.335,0.020,0.077,0.108,0.097,0.031,0.005,0.152,0.145,0.134,0,0,0,1,0,0
0.126,0.203,0.150,0.077,0.105,0.292,0.163,0.006,0.145,0.145,0.060,0,0,1,0,0,0
0.138,0.335,0.020,0.077,0.108,0.097,0.031,0.005,0.152,0.145,0.134,0,0,0,1,0,0
0.314,0.165,0.420,0.065,0.097,0.056,0.024,0.006,0.102,0.210,0.141,0,0,0,1,0,0
0.352,0.133,0.460,0.065,0.113,0.069,0.010,0.006,0.090,0.075,0.134,0,0,0,1,0,0
0.264,0.095,0.460,0.077,0.136,0.264,0.080,0.005,0.130,0.115,0.195,0,0,0,1,0,0
0.208,0.285,0.310,0.071,0.110,0.125,0.253,0.007,0.137,0.180,0.074,0,0,0,1,0,0
0.226,0.139,0.370,0.065,0.074,0.583,0.235,0.004,0.122,0.240,0.242,0,0,0,1,0,0
0.226,0.177,0.310,0.065,0.115,0.097,0.062,0.006,0.125,0.180,0.148,0,0,0,1,0,0
0.277,0.171,0.400,0.026,0.052,0.333,0.152,0.005,0.115,0.250,0.168,0,0,0,1,0,0
0.396,0.127,0.520,0.058,0.196,0.222,0.131,0.007,0.135,0.220,0.208,0,0,0,1,0,0
0.396,0.127,0.520,0.058,0.196,0.222,0.131,0.007,0.135,0.220,0.208,0,0,0,1,0,0
0.220,0.259,0.220,0.084,0.108,0.444,0.287,0.007,0.130,0.065,0.081,0,0,0,1,0,0
0.371,0.152,0.470,0.084,0.101,0.111,0.059,0.006,0.122,0.215,0.242,0,0,0,1,0,0
0.503,0.171,0.490,0.103,0.111,0.097,0.048,0.009,0.082,0.245,0.128,0,0,0,1,0,0
0.289,0.215,0.230,0.110,0.129,0.236,0.246,0.009,0.102,0.090,0.067,0,0,1,0,0,0
0.182,0.291,0.030,0.206,0.111,0.361,0.138,0.006,0.070,0.070,0.054,0,0,1,0,0,0
0.277,0.291,0.250,0.071,0.151,0.097,0.052,0.008,0.132,0.195,0.081,0,0,1,0,0,0
0.031,0.190,0.000,0.058,0.052,0.236,0.284,0.001,0.234,0.200,0.349,0,0,0,0,1,0
0.189,0.196,0.290,0.077,0.103,0.250,0.208,0.007,0.165,0.155,0.074,0,0,1,0,0,0
0.195,0.038,0.340,0.116,0.088,0.194,0.180,0.005,0.157,0.225,0.228,0,0,0,1,0,0
0.201,0.440,0.010,0.110,0.101,0.653,0.291,0.006,0.160,0.145,0.161,0,0,1,0,0,0
0.189,0.196,0.290,0.077,0.103,0.250,0.208,0.007,0.165,0.155,0.074,0,0,1,0,0,0
0.352,0.070,0.370,0.084,0.074,0.181,0.104,0.006,0.122,0.080,0.060,0,1,0,0,0,0
0.157,0.399,0.010,0.084,0.077,0.139,0.042,0.002,0.162,0.035,0.295,0,0,0,1,0,0
0.088,0.133,0.320,0.774,0.069,0.069,0.370,0.006,0.140,0.115,0.208,0,1,0,0,0,0
0.201,0.272,0.000,0.052,0.095,0.083,0.038,0.006,0.130,0.155,0.067,0,0,0,1,0,0
0.157,0.399,0.010,0.084,0.077,0.139,0.042,0.002,0.162,0.035,0.295,0,0,0,1,0,0
